c.commentId,text,category
UgzFotdU4DJIyurRqaV4AaABAg,"Mi spiace per te Saverio, hai palesemente perso il senso della realtà.",Negativo
Ugw35IIGKla6MJqz61p4AaABAg,Il disagio scorre potente in lui (cit.),Negativo
UgxaOkHA9bWSoLE6dE14AaABAg,A distanza di 4 mesi sto' ancora cercando un commento positivo.,Neutrale
Ugyph9J3fGNlpaGEvOB4AaABAg,"Io sono maschilista nella realtà del 21esimo secolo,maschilista spaccato e sono fiero di esserlo",Estremismi ideologici
Ugx2VLomkNNFHz9L1-l4AaABAg,"Voi sinistroidi siete proprio a corto di idee, quanti mulini a vento vi inventate per di attaccare l'attuale governo",Negativo
Ugzoc6ferUV00WGm7jR4AaABAg,"A quelli come Tommasi,darei come punizione da scrivere cento volte al giorno,il significato della parola ""ipocrita"",presa dal vocabolario…forse in cento anni capirá cosa rappresentano lui e quelli come lui…",Negativo
Ugw57ImKlEl6mUhNIdd4AaABAg,Quindi i problemi psichici sono figli del maschilismo e del patriarcato? Aspetta che mo lo dico al mio prifessore di psichiatria clinica che se lo segna.,Negativo
UgwuJovZewHTZZILPfN4AaABAg,"E dal Pianeta Nibiru è tutto, qui Saverio Tommasi, a voi la linea!!",Negativo
UgxvgDIvf1VuUSHa7654AaABAg,Madonna mia che depressione vedere questo essere parlare.,Negativo
UgxL49i5xzFjvUAhmht4AaABAg,Immagina vivere in una società dove devi giustificarti ed abbassare il capo per le azioni altrui.,Negativo
Ugz2vl4tqZOKcEHuOYp4AaABAg,Cambia sesso,Discriminatorio
Ugwcf00KzDPeGJTCVgt4AaABAg,La risposta ad ogni domanda: è il privilegio di essere maschi 😂,Negativo
Ugx5jHP4kT-8u3zFahd4AaABAg,"Comunque secondo me fate questi video non per essere apprezzati, ma solo per essere notati. Non trovo altra spiegazione",Negativo
Ugzga0O5Y2rH4HK6_cp4AaABAg,"Chiedo scusa a tutte le ragazze (e anche i ragazzi) che vedono questo video non siamo tutti così, la maggior parte di noi non é come Saverio",Neutrale
UgyrWOTDHgD7DVZiiEx4AaABAg,"Due statistiche curiose sul video :
Il rapporto like/views del video è circa 1/50
Il rapporto commenti/views è meno di 1/2

Ci sono commenti con più like del video",Neutrale
Ugx09y8rvBB9LCoLx-V4AaABAg,"Cretini Fanpage, Cecchettin e Tommasi.",Negativo
UgzM7EUId8OWDk9p_r14AaABAg,"La nonna esce con un nuovo libro ""Come triplicare gli introiti grazie alla morte di un proprio caro""",Negativo
UgznUDJQbi3BHqHSsY94AaABAg,Zerbino,Negativo
Ugy-sHzRzoPSXj3fX-B4AaABAg,e ti pareva che sto decorticato non metteva in mezzo i fasshistih rassisty,Negativo
UgxQlj8Bx2fOzLCF3_x4AaABAg,"Stavo per intervenire, poi ho visto che parla Saverio Tommasi….😂😂😂",Negativo
Ugy0b0PhEXPdzkbbMzt4AaABAg,"È semplicemente vergognoso che qualcuno usi la propria popolarità per diffondere tanta spazzatura.
Non è un caso che qui su YouTube ci sono praticamente solo commenti negativi, mentre su TikTok migliaia di like! 
Fatti una domanda e datti una risposta.
Su una sola cosa hai ragione: l’importante è il modo!
La Cecchettin è sempre e comunque polemica, se non si fa nulla “non si fa nulla”, se si fanno delle affermazioni,pubbliche “si fa pinkwasching” … qualunque cosa è sbagliata.
E per lei che hai immensamente sofferti ci sta, ma è odioso come venga strumentalizzato dai media più di fare ascolti … perchè purtroppo solo di questo si tratta! 
Sappiamo,fin troppo bene che le posizioni divisive fanno ascolti e visualizzazioni che si,portano dietro tanti bei soldini!
È il tuo lavoro e anche questo ci sta … però non pretendere di essere chiamato giornalista!",Negativo
UgyOmwyLSRdu-dPqoy94AaABAg,"Non ho capito, dovrei pure sentirmi in colpa per qualcosa che ha deciso la natura? Senso di colpa per il colonialismo, per il gender, per questo o per quello...ma sti grandissimi caxxi? Io non mi sento in colpa di nulla, con questa roba ci state trasformando in una manica di emo che si piangono addosso. Fatevi una vita vostra invece di pensare all'inclusività degli altri. Il rispetto è l'unica cosa che conta, il resto sono idiologie.",Negativo
Ugw1eeyp6WSFvaxil254AaABAg,AHAAHAAHAHAH best meme 2024 sto essere,Negativo
UgwqQxEWeuk2xuhlW7N4AaABAg,"Mamma cosa significa essere un maschio beta?

Mamma: guarda questo video tesoro",Negativo
Ugyh9wshcoerQrDSRtd4AaABAg,Fossi in te mi sotterrerei dalla vergogna,Negativo
Ugwohs3ma4kU4QTb5KR4AaABAg,Che brutto essere Saverio Tommasi,Negativo
UgwBoidSPyBkljeeuGZ4AaABAg,"Saverio, mi fai venire i brividi di vomito.",Negativo
UgzPNFMmAlHRJFQOPvN4AaABAg,sei nel delirio più totale,Negativo
UgxS17871KRX8cz19ul4AaABAg,"io aspetto uno studio con valenza scientifica, che avvalori la tesi che: delle battute sessiste possano generare terreno fertile per un futuro femminicidio",Negativo
UgxCXm3fzf8pK2O1dJJ4AaABAg,"Dire ""tutti gli uomini devono fare mea culpa"" perchè un uomo commette femminicidio sarebbe come dire tutti gli immigrati dovrebbero fare mea culpa quando un immigrato commette un reato, o ancora tutti i neri devono fare mea culpa quando un nero commette un reato: tutti questi gruppi uniscono persone meramente accumunate da caratteristiche neanche scelte da loro, come genere, colore di pelle e nazionalità, ergo completamente irrilevanti ai fini di creare una conseguenza logica generale.",Negativo
Ugyub3d9RLiUyxQAzV54AaABAg,Ma torna sul pianeta terra va,Negativo
UgxpFsBYp8HLaB0post4AaABAg,1003 like 6416 dislike,Neutrale
Ugyr74qBeMMAT5SgaQ54AaABAg,"2:15 tanto per dire, la parte in cui afferma che un privilegio maschile sarebbe di poter dire stupidaggini che tanto la gente lo approva comunque in quanto maschio, e' gia' stata completamente sbugiardata dal 99% dei commenti che qui sotto lo insultano e sfottono, il che e' proprio quanto mi risulta aver sempre visto nella vita reale: e cio'e' che il maschio deve tranquillamente aspettarsi di venir sputtanato da tutti e senza riguardi alla prima cavolata che spara, altroche'...",Negativo
Ugyj35LccEjB2Gzz1gp4AaABAg,"Discorsi campati in aria, invece di argomentare le sue affermazioni le prende come postulati, da li in poi ogni delirio e' lecito...",Negativo
UgyUEYbGBoiWPsPDkdx4AaABAg,"ma porca puttana  utilizzare esercito o corpi militari 
? ? ? non si può lasciare degradare le città in questo modo. Ormai c'è un'invasione di delinquenza e nullafacenti da paura, in tutte le città.",Negativo
UgyM8o2LWvRXNA1jPs54AaABAg,L'Italia in mano alle risorse😢,Discriminatorio
UgxxhymxpQlcpxyHqt54AaABAg,"Purtroppo sta gente l'hanno lasciata entrare e ora, quando la cacciano da una parte, si sposta dall'altra. Li cacci da Termini e si spostano a Castro Pretorio, li cacci da Castro Pretorio e si spostano a Piazza Vittorio in un ping pong senza fine... Vanno rimpatriati.",Discriminatorio
Ugxshnnggt1X7Ua3mYd4AaABAg,Perché questa gente serve alla politica.In un programma (Dritto e rovescio) c'erano i Rom e loro stessi non ricordo il nome disse:noi portiamo voti ! La politica sa e hanno avuto la conferma alle ultime votazioni e quelle di tre anni fa che l' italiano si è rotto (mi fermo così)di andare a votare e vedere il contrario di quello che è stato promesso ma da tempo.La risposta è semplice.,Complottismo
UgxJlz1ayL9xXkpusAt4AaABAg,Ci rendiamo conto? Peggiorerà!,Negativo
UgxNHS36m-H8gLJxU7B4AaABAg,"Gli italiani bravi a lamentarsi ma mai assieme per per una causa che riguarda tutti, si ascoltano troppo i partitini del 2 per cento che non risolvono i problemi anzi tutti i giorno sempre sbraitare ma niente di concreto, questi sono il cancro del paese, abbiamo solo bisogno di cambiare le cose ma se di ascolta opposizione e.toghe rosse i problemi non si risolvono...",Negativo
UgyRFLbss4d4BsXYbLd4AaABAg,Leggi inadeguate,Negativo
UgwlK1jB6XTUp1xck_54AaABAg,"Infatti, perché? Forse perché non è facile come mettere una presenza stabile conosciuta con il nome di autovelox? CHI GOVERNA deve essere debellato, i problemi spariranno da soli.",Estremismi ideologici
Ugy-re1joYQUQsIOoIB4AaABAg,"C + O2 →CO2

problema risolto.",Negativo
UgwwFbwrqPTvAdPxiBl4AaABAg,Sono cose che vengono dall alto tutto si fa non vogliono !! Guarda le proteste fatta in tutta europa per fare larimigrazione in Italia  non hanno fatto nulla !,Complottismo
Ugzng0JpbLo-fJyjtPZ4AaABAg,"Perché una parte sono nel famoso centro in Romania. Tanti sono a fare da scorta ai nostri scalda poltrone e gli altri, che rimangono, vengono mandati dove non servono. Così il malcontento verso chi delinque, e non sono solo stranieri, viene pilotato da un governo di inetti per poter dire “Vedete ci sono troppi extracomunitari, vanno fermati, Votateci!” E la massa di allocchi non si chiede “Ma che Azzo avete fatto in tre anni?” . Semplice, comprate vecchie armi in usa per la Ucraina, gas più caro dagli usa, e ora dobbiamo prepararci al magna magna del ponte. Già dimenticati i milioni buttati per le Olimpiadi invernali. Povera patria.",Complottismo
UgxaxtinimUyHE_ECWd4AaABAg,Manca noni soldi 🎉,Negativo
UgxvcDnLgWV5hKoERA14AaABAg,Le forze dell'ordine li devono prendere a calci in culo,Negativo
UgwzLwLTF7O2i9c-okV4AaABAg,"Perchè hanno ordini di non farlo, ordini che vengono dai poteri transnazionali. Ci sono canali d'informazione e di studio che vi dicono tutta la verità. Voi giovani dovete leggere, svegliarvi e non ascoltare i tg.",Complottismo
Ugym_AuDuJIgenUC2UR4AaABAg,LA polizia non può fare il suo lavoro lo STATO GLIELO VIETA !CI VUOLE L' ESERCITO MA CHE POSSA AGIRE,Negativo
Ugzt4fmQSrRUQc8NiQV4AaABAg,"Io non voglio nemmeno parlare di politica tanto dx sx di sotto e di sopra la musica e la stessa,nessuno fa niente per tutelare il cittadino onesto, dobbiamo ribellarci bisogna tirare fuori le palle e attacare chi ci governa non paghiamo piu tasse piu nulla insomma chi ha qualche idea lo scriva e facciamo dei cortei. 💪",Estremismi ideologici
UgyMM3g1yPhdY24EATB4AaABAg,"Perché cmq non possono fare niente, la legge non tutela le forze dell ordine....i magistrati corrotti proteggono i delinquenti...direi che ormai è evidente 
Se un poliziotto va oltre deve pagarsi di tasca propria un avvocato perché lo stato non li tutela in caso di processi. Rendiamoci conto gli chiede di vigilare ma nn troppo ,se eccedono x difendere se stessi perché rischiano la propria pelle x noi., sono cavoli amarisssimi x loro",Negativo
Ugz0EmcSjdnfUEIwWE54AaABAg,"Perché per una certa parte politica più poteri – o semplicemente il ripristino – alle forze dell'ordine sarebbe come a dire ""stato di polizia"".",Neutrale
Ugz2nlDKcBRHAiLKE294AaABAg,Stanno facendo in modo che noi Italiani dobbiamo emigrare in un altro paese per star tranquilli . Così esportiamo la Democrazia 😂😂😂😂,Negativo
Ugy4qDxRd0PrFI0j91Z4AaABAg,La fine . Non possiamo vivere a casa nostra,Allarmismo
UgxtlfppL_MlRmN-Wl54AaABAg,Italioti sveglia,Negativo
UgwbgWhPGjdF9Am3tEJ4AaABAg,Dono pochi miracoli non ne possono fare due agenti non possono fronteggiare 10 di questi ora ti è chiaro,Neutrale
Ugy08PZqtuJ0IXP6SIN4AaABAg,"Colpa del sindaco.... della prefettura... e di tutti  coloro  dell'istituzione che hanno svergognato Roma

Allora dobbiamo  organizzarci  noi  !
❤❤❤ cittadini  Romani !

Ci vuole  un altro MUSSOLINI ❤❤❤",Estremismi ideologici
UgwMfNEmGlsh98kea_14AaABAg,"Non glielo fanno fare, lo farebbero volentiri ma poi ci sarebbe qualche radical chich che fa il filmato e gli grida di lasciarli stare. Quindi fanno cosi per prevenire.",Complottismo
UgySY0hln3uPwY8A3Bl4AaABAg,"Purtroppo gli italiani devono capire a chi votare, se vogliono che arrivano milioni di stranieri sanno a chi votare,se non vogliono più stranieri sanno a chi votare ( FACILISSIMO)",Neutrale
Ugy5aMtKLXWBNanEE0p4AaABAg,"Servirebbe una dittatura alla Pinochet per 5 anni per ripristinare ordine e legalità e portare in uno stadio ,con solo entrata,magistrati,quelli del PD,zingari, borseggiatrici,maranza,centri sociali e tutta la marmaglia che gira indisturbata.
Ma prima di tutti i magistrati comunisti",Estremismi ideologici
Ugxi9Z3Vs2Bp7pZyGLV4AaABAg,Che la polizia dica questo è vergognoso. Significa che ci sono zone incontrollabili. In casa nostra????,Negativo
UgzF6eeCkk3e__dylIp4AaABAg,Perché è una sconfitta per lo stato! Meglio prevenire che curare! Logica assurda ma purtroppo è così in Italia!,Negativo
UgzQryg0HTHx3kWVLUV4AaABAg,Semplice e pagato fa la domanda a cui tutti i Governi NON VOGLIONO RISPONDERE!!!,Complottismo
UgyFVGrzsJE4ywujF4x4AaABAg,"La delinquenza incombe, la Polizia ha paura, i magistrati hanno le mani legate",Allarmismo
UgyLkJUbcm87uAhxNGB4AaABAg,Perché la gente non ha ancora capito,Neutrale
UgxDr601trdIHIDI85R4AaABAg,Anche in  Irlanda la gente e scesa in strada a protestare contro l'invasione illegali 🎉❤,Negativo
Ugw0V4DBBP1k47le1NF4AaABAg,Colpa dei parlamentari complici in tutto questo... Senza alcuna distinzione tra dx e sx... Al muro per alto tradimento.,Estremismi ideologici
UgyN0-yKqjkJHWsE0ld4AaABAg,"Perché viviamo in un paese dove anche chi dovrebbe comandare perché c'è sempre qualcuno che si oppone , magistrati, politici , benpensanti, comunisti di merda",Discriminatorio
Ugzj11UJwX5mzvL8AF14AaABAg,"Cambiamo il governo ✊️🇮🇹
Così cambiano anche la direzione della nostra polizia ✊️🇮🇹 attuale chi non vuole fare niente!",Negativo
Ugx7GWIeFhxbdbz0isx4AaABAg,Non andare in banca perche fanno le rapine😂,Negativo
UgxioWtzinklsez9_aN4AaABAg,È uno scandalo !! Cambiamo un po' di leggi .... Vi danno di fascisti a prescindere... Allora fate leggi serie ...e fate un po' di potere alle forze dell ' ordine ...,Negativo
Ugx16uwt0d6C_y2PhYd4AaABAg,Chiedilo alla Meloni,Negativo
UgwJhFQ2aUCgf9Lj_s94AaABAg,Perché la magistratura impedisce alle forze dell’ordine di usare la forza quando serve…povera Italia😢,Negativo
Ugz_pKKeZTHLN7SFPmB4AaABAg,"Non si dice debella si dice bonifica 
Come gli americani facevano con il napalm B O N I F I C A 🔥🔥🔥🔥",Estremismi ideologici
UgxGC0sSUevkfbmpYkx4AaABAg,La colpa e solo dei comunisti sinistroidi 🟩🟩⬜️⬜️🟥🟥,Discriminatorio
UgzmSllw2jyCfY5AEZd4AaABAg,La Polizia e i Carabinieri non possono fare di più . Sono le leggi che devono cambiare!!,Negativo
UgyJxkjQ_V9yJC2REsV4AaABAg,È stata la stessa politica in questi ultimi 30 anni a fare entrare il peggio del peggio albanesi rumeni marocchini tutta questa gente che è arrivata in Italia erano i peggiori nei loro paesi su tutti qua in Italia ma è tutto voluto dalla nostra politica,Discriminatorio
UgzI-2q9-nasV1Lp1S14AaABAg,Bravo! Hanno calato le braghe. Davvero uno schifo.,Negativo
UgwjCUZRUqPYsrvTm0J4AaABAg,Disegno per poter intervenire in forma autoritaria. Le forze dell'ordine sembrano rincoglionite. .......ma non lo sono. Hanno ordini precisi,Complottismo
UgzZrsgCJWVaXvLdWft4AaABAg,"Debellare è da ""facisti"". Accogliere, mescolarsi, subire. Questo è il progresso",Negativo
Ugw2mZ8CWMHrTDs8HgB4AaABAg,Perché il governo e i partiti  della maggioranza che lo sostegono tirano subito fuori i soldi stipendi di ministri e sottosegretari nonché per ciuffo giallo e il suo compagno di merende genocida ... ma non vogliono tirar fuori i soldi che servono all'assunzione di poliziotti e carabinieri per la protezione dei cittadini. Che schifo.,Negativo
UgyLlxR1qUtVrh2JjvV4AaABAg,Perché Che gente c'è lì?,Neutrale
UgynFZVH6SS35mJPflN4AaABAg,"L' inghippo caro mio, sta nel fatto che questo paese è in mano a quelli che vendono ai tuoi simili la cocaina e l' ashish, lo sapete benissimo, la città di Batman insegna, nel caos regna la malavita, poi fate questi video per fare i fighi..ma finitela, tutti voi conoscete gente che si fa, e invece di isolarli li rispettate, il paese va in malora per colpa vostra cari giovani inconsapevoli 😂",Complottismo
UgzFZjiNp1LLEsY5gUt4AaABAg,"Certo la Meloni.....che delusione. Ha i numeri per fare la qualunque in parlamento, ma di fatto non cambia NULLA....
Cosa c'è sotto ? Mah....",Complottismo
UgyWvdG28e4Val_djEp4AaABAg,"La polizia debella, il giorno dopo sono di nuovo lì!",Negativo
UgwdhyhDZSmS76_7NZF4AaABAg,perché ci sono i magistrati rossi che rompono le palle a chi fa la cosa giusta!,Discriminatorio
UgweqqtcfIDDpo9RvoZ4AaABAg,"Grazie alla magistratura di m...
 Sinistroidi  aiutano la criminalità questo è un piano satanico non lo vedete è chiaro come il sole gli ordini arrivano dalla torre di Babele che è la UE.",Complottismo
UgxJljH4HcHZn6zVPHt4AaABAg,"E 'semplice sapendo l'impunità che renderebbe vano qualsiasi intervento ..un fare o parlare ""  deterrente "" invece di riguardare chi delinque per assurdo va a riguardare le persone per bene !",Negativo
UgxWYuhgA2cnzzF3yMR4AaABAg,"Diciamo che qui nn ci sono proprio.noi nn abbiamo barboni o extracomunitari che si ubriacano e danno di matto. Quei pochi neri che stanno abbassano lo sguardo davanti a noi comversanesi. Qui siamo in 27 mila quindi pochissimi a differenza di Roma ma la nazione è la stessa. Se i romani in principio nn permettevano a questa gente di rompere i coglioni cioè presi e rotti di botte ogni giorno, ogni volta che a casa mia dai di matto. Ricordatevi che l Italia è casa nostra e io in casa mia nn permetto neanche al mio migliore amico di dare di matto.",Discriminatorio
UgzdknX8HM4vQgS6M0h4AaABAg,Incredibile che a casa nostra dobbiamo preoccuparci di camminare per strada. Per fortuna qui in provincia di bari nn esistono queste situazioni.,Negativo
UgzqDbkCDYtIOAvtYop4AaABAg,Chiedilo a Gualtieri,Negativo
UgxNL7fRPqxnTzwlgeJ4AaABAg,Chiedilo ai magistrati di sinistra questo vogliono rendere le città invivibili cosi alle prossime elezioni votiamo a sinistra,Complottismo
Ugw8HbYd6ym3ZbieBoJ4AaABAg,Perché sono scadenti,Negativo
Ugz2rb6KwvyH5Qhg0c94AaABAg,Chiedilo alla sinistra... Giovane,Negativo
UgypQgiAq1xzYoDLtp14AaABAg,"Gli agenti fanno come possono per dare una mano alle persone, perche' quando arrestano i criminali, chi di dovere che dovrebbe metterli dentro, li lasciano fuori, e mettono sotto processo la Polizia o in genere le forze dell'ordine. Molto semplice.",Negativo
Ugz76SOqdKgnIgaGnPZ4AaABAg,LANCIAFIAMME ☠️,Estremismi ideologici
UgwxItjIya7_VSa6xjV4AaABAg,"La polizia, carabinieri, non fanno niente per questi bastardi e merde, ma rompono il cazzo a gente onesta che torna a casa da lavoro vergognoso",Negativo
UgysnXWWw27zqyrwF4p4AaABAg,Perché l’acqua e’ poca e la papera non galleggia!,Negativo
UgyL47zuExxvI8cSvUV4AaABAg,"Non capici, sei in itaglia caro mio, o almeno quello che resta..",Negativo
UgxV6i7zrYi_bAMKzo94AaABAg,Esattamente. Non capisco,Neutrale
Ugxgf1Sut9GHCbCzaed4AaABAg,"Semplicemente perchè hanno le mani legate dai politici,quelli che dovrebbero ""tutelarci"".
L'Italia ha perso la sua sovranità con questo globalismo.",Complottismo
Ugx7r3U-Bk2lIfCDQip4AaABAg,"Perché a Roma c'è Gualtieri che protegge chi delinque più che le persone oneste, infatti meglio garantire ""un territorio"" ai delinquenti che permettere alle persone andare dove deve andare invece di far fare un altro giro, magari allungando la strada",Complottismo
Ugxkk8QlSq_QVZoeAdN4AaABAg,"Perché la legge non glielo permette! I politici e la magistratura liberale favorisce l'immigrazione illegale facilitata dalle ONG e ""l'integrazione""! Realtà dei fatti entrano solo criminali. Guardate Londra Parigi Berlino! Sveglia rega'!",Complottismo
UgwDgO7pdrjd9RAwZvJ4AaABAg,"Ci vuole gente al comando con le. Idee chiare , non venduti",Negativo
Ugy6BryOVfvjGaw74Hp4AaABAg,Ai ragione bisogna arrestare i magistrati  cke e ora sveglia meloni 😮😮😮😮😮,Estremismi ideologici
UgzTtVRo6WANq_GUQtp4AaABAg,"Non sanno dove metterli la coperta e corta, o ti copri il sedere oppure i piedi",Negativo
UgzDYULGStAIMqqv0OJ4AaABAg,Ma perché dobbiamo tenerceli  questi criminali nullafacenti? Basta! Riprendiamoci il nostro paese,Discriminatorio
UgyQ1YhO3wWUhryxRWF4AaABAg,"La cosa strana e che tu non hai capito che il problema non è la polizia, ma il sistema politico e i politici in generale. Se devi accusare qualcuno, accusa loro...",Neutrale
Ugw__AW0_gWQas6De8l4AaABAg,L' inghippo è il sindaco Sala 😂😂,Negativo
UgzEc6l4eS9R75FAw-l4AaABAg,Noi i militari li mandiamo in altri paesi per portare la democrazia e qui in Italia la democrazia non c'è più c'è solo delinguenza 🤣,Negativo
UgxCMwWcFiyi_QBCxbZ4AaABAg,La polizia ormai è inutile.,Negativo
UgzPDfylni6osxWVMEN4AaABAg,Grazie politica INFAME,Negativo
Ugwlp2fWX2ElNlR1XXV4AaABAg,In Germania ho visto la polizia.. salire in 4 in una metropolitana.. con i manganelli nel cinturone..robustj..sono passati.. e ci guardavano uno x uno.. decisi.. grintosi...perche in Italia non si adoperano allo stesso modo?  Solo a vederli in azione..fanno passare ai malintenzionati la voglia di fare stupidate..,Negativo
UgwZ28kd2poZsjOmae94AaABAg,L'inghippo è che è meglio non intervenire perché se occorre usare la forza  e succede qualcosa di spiacevole c'è il rischio di finire indagati,Negativo
UgyX1cfmD5qWuwj2Ic54AaABAg,"I padroni del mondo corrompono e i venduti eseguono, logicamente non mi riferisco wlla polizia. Informati sulla sostituzione etnica, leggi Oriana Fallaci e tutto ti sarà  chiaro.",Complottismo
UgxR6_fS3IZ49N5H8yp4AaABAg,il problema che la classificazione dei posti sensibili a roma termini e statica. basterebbe che il responsabile di stazione scegliesse sempre  di volta in volta i punti sensibili. magari con dei polizziotti con monopattini .( MA (FAGLIELO CAPIRE eE DIFFICILE))per cui i poilizziotti sono sempre nei stessi punti,Negativo
Ugy1svsChHu965XGwrp4AaABAg,Kiedilo alla meloni😢,Negativo
UgxVGkfNQPowNdrkRDB4AaABAg,La polizia 😂😂😂😂😂😂😂😂😂😂😂😂😂,Negativo
Ugz2y1oohpaug71iwQd4AaABAg,Poi raccomandano ai cittadini impegno e collaborazione.È ovvio che nessuno crede più in niente e nessuno.,Negativo
UgzFAlb-Lm7_hQ5Orgl4AaABAg,Polizia tolleranza zero e pestaggio del delinquente.....p.s.tu delinquente =zero diritti!!!!! PUNTO!!!!!,Estremismi ideologici
UgxNroOYJzLuY22n2YB4AaABAg,Stai chiedendo in Italia a qualcuno di fare il proprio dovere?,Negativo
UgyhNwKqTTmqgoTdaZ54AaABAg,Caro signore le sue perplessità le estenda ai signori magistrati che li rilasciano immediatamente. E tornano a fare quello che vogliono. Se invece venissero trattenuti e condannati libereremmo le strade. Anzi dopo la condanna accompagnati immediatamente alla frontiera e via a scontare la pena a casa propria.,Negativo
UgwohWdpWYk-FmwwgN94AaABAg,"Bè forse perché se le forze di polizia svolgono il loro lavoro, spunta qualche giustiziere che grida allo scandalo e magari vengono anche indagati?",Negativo
Ugz_dcs4r28u6xu2Lxd4AaABAg,"Si saranno ""fittati"" quella zona per non essere DISTURBATI durante l'orario di ""lavoro"". Infatti è strano che un operatore delle forze dell'ordine dia questo suggerimento 😢😢😢😭😭",Negativo
Ugxo3nGVuJ6Fea0b-OF4AaABAg,"Ormai è tutto fuori controllo: poliziotti o carabinieri vengono sfidati/minacciati/malmenati o addirittura allontanati da maranza, ladri, borseggiatori e sono impossibilitati a reagire, pena denunce e avvisi di garanzia.
Personaggi che accoltellano, spaventano la gente, violentano, picchiano, rubano, sfasciano auto e beni pubblici se la cavano con foglio di via e denuncia a piede libero...🤦🏻🤦🏻🤦🏻🤦🏻
La più inquietante è ""fermato clandestino con precedenti, già espulso dall'Italia e denunciato in stato di libertà"": come fa un clandestino a collezionare precedenti?????? È un ossimoro!!!!😡😡😡😡",Allarmismo
Ugzvi_sQfFHogwm-ZeR4AaABAg,"L'inghippo sta che la sera successiva questi personaggi li ritrovi nello stesso posto, basta leggere i giornali per saperlo!",Negativo
Ugw9yXdLRNjabPwz48R4AaABAg,Infatti,Neutrale
UgzzoiTCBerIAYBYkip4AaABAg,"È quasi inutile ribadirlo, questa situazione si è creata col tempo tra Politica e Magistratura per una visione ideologica dell'accoglienza mai sopìta ancora oggi.
La Magistratura è diventata l'opposizione reale al Governo Meloni mal digerito anche dal PDR che è a capo del CSM  contro tutte le forme di rimpatri possibili e mai stata esageratamente attiva come negli ultimi tempi.
Dobbiamo riprenderci il nostro Territorio, la nostra sicurezza, tutti i nostri valori, ma serve la volontà politica di farlo.
Mettere a presidio nelle zone a rischio (ormai tutte) l'Esercito, magari facendo rientrare parte di quello in giro per il mondo, perchè la guerra è qui.
Le FFOO sotto organico devono essere aumentate in ogni settore, dare più poteri decisionali a chi rischia la propria vita, stipendi e mezzi adeguati.
Il riarmo UE serve a noi ma per guerra e necessità interne non per difenderci da un attacco russo.
Svegliarci finalmente e essere anche i primi a scendere dal letto, non aspettare le evoluzioni in tema immigrazione e islamismo di Irlanda, Spagna e Inghilterra e ancora Francia.
Basta con l'UE che ci toglie sovranità ogni giorno, noi dobbiamo decidere le sorti dell'Italia e un riappacificamento con la Russia non potrà altro che farci bene.",Estremismi ideologici
Ugz64wZmtXykDun4nRV4AaABAg,"Fai finta di non sapere.
Si saranno pure stufati...
Tanto...",Negativo
UgztfT_9JmxEuR1YNAF4AaABAg,"Basta mettere 100 para' con mitra e colpo in canna al primo tentativo di creare azioni delittuose si spara a vista si elimina 200/300facinorosi e il, problema viene risolto,se c'è bisogno vengo come volontario in modo gratuito,anzi mi basta un pasto gratis dalla sora lella",Estremismi ideologici
Ugz7pPj8l6NEBJD-PVB4AaABAg,"Hanno le mani legate, anche loro devono buttar giù molti rospi, e poi diciamocelo francamente, è in atto una sostituzione etnica a livello europeo, e siamo ormai al punto di non ritorno.",Complottismo
UgzMohB3KZBwacWY--F4AaABAg,"Hai ragione, ma non basta.
Ormai è necessaria una politica repressiva estremamente dura: campi di reclusione rieducativa. Certa gente capisce solo le bastonate. Spiace dirlo, perchè siamo una società evoluta e sensibile, ma certa gentaglia non solo non rispetta le regole che a noi consentono una convivenza consapevolmente civile, ma loro le disprezzano e le rifiutano apertamente ponendosi al di fuori del patto sociale di civiltà.
La premessa sarebbe ovviamente un'azione fortemente respingitoria dell'immigrazione incontrollata. Ormai sono qua, ma non è mai troppp tardi per rinchiuderli e metterli in condizione di rendersi conto che è meglio preferire tornarsene da dove sono arrivati.
Godrei da matti quando un magistrato viene rapinato, molestato, minacciato e svaligiato in casa, ma chissà perchè  questo contrappasso non si realizza mai. Chissà perchè",Estremismi ideologici
UgzaoE41zPTjSbfgnjZ4AaABAg,Per capire il perché è sufficiente ascoltare ciò che ha detto a proposito il sindacato della polizia.,Neutrale
UgzDODZTmWh32N9g9hZ4AaABAg,Perché se fanno qualcosa i delinquenti gli denunciano 😢,Negativo
Ugy-NRpAPrTiVo6ufVV4AaABAg,Grande ti ammiro tanto!!,Positiva
Ugw-Le3k2rrMKmA6S3t4AaABAg,"Purtroppo c’è un sistema dietro le quinte che alimenta tutto questo, tranquillo te sei uno fuori dal coro",Complottismo
Ugx_u-eABTa63s5wMal4AaABAg,Bravo,Positiva
UgzXj6r3jrdowWGjUjp4AaABAg,"Chi delinque e non paga le tasse, beh fuori dalle 🥎🥎",Negativo
Ugzm6JMdV8fiIqKIoKJ4AaABAg,"Molti italiani, purtroppo, dimostrano minore capacità comunicativa e motivazione lavorativa rispetto a diversi colleghi stranieri. Il ragazzo del video è in grado di esprimere concetti in modo chiaro e con un italiano corretto.",Neutrale
UgzhnZFrKEh-ph5hwUR4AaABAg,non vogliono che finisca ! la nuova italia è questa !,Negativo
UgwOZvh55-AjU0ebs2h4AaABAg,Dovreste tornare a casa in africa... siamo stanchi di tutti voi !,Discriminatorio
